mu1,mu2,sigma1,sigma2,w1,w2
4.13836,2.09946,1.09144,0.266256,0.717597,0.282451
4.17136,2.10325,1.09748,0.264182,0.717723,0.282285
1.45823,8.15033,0.329497,2.73071,0.735576,0.264493
4.06328,2.12079,1.07452,0.25687,0.715684,0.284284
4.1969,2.12427,1.10375,0.252883,0.723746,0.276292
1.4565,8.59248,0.32669,2.97913,0.752736,0.247317
1.46313,8.97536,0.333218,2.98811,0.772492,0.227574
4.15626,2.13021,1.13788,0.257112,0.729556,0.270595
1.45681,8.6206,0.318521,2.96627,0.755348,0.244724
4.10109,2.14768,1.08742,0.236319,0.712307,0.287725
4.0239,2.09915,1.02713,0.260862,0.713375,0.286644
4.09118,2.15806,1.07446,0.249406,0.736218,0.263838
1.4653,8.65877,0.325562,2.86434,0.764002,0.236083
4.2428,2.13212,1.12203,0.247546,0.726002,0.274015
4.18213,2.15011,1.07766,0.230272,0.742549,0.257432
4.04493,2.1287,1.0118,0.236098,0.715475,0.284578
1.45778,8.766,0.324854,2.77286,0.740231,0.259848
4.16384,2.14888,1.05376,0.25269,0.71858,0.281496
4.18734,2.13336,1.13773,0.238792,0.719629,0.280411
1.45251,8.8124,0.310672,2.8665,0.766501,0.233576
1.47632,8.57875,0.352171,3.0685,0.743361,0.256667
4.12983,2.11282,1.03819,0.250629,0.712237,0.287782
4.18479,2.15726,1.19585,0.249263,0.733422,0.266571
4.04218,2.09653,1.02693,0.250293,0.70064,0.299491
4.22756,2.14081,1.16418,0.23918,0.748058,0.251981
1.47104,8.91486,0.32572,3.06636,0.752732,0.247284
4.02727,2.12186,1.11098,0.24835,0.719061,0.281011
4.08505,2.11251,1.08024,0.241504,0.704821,0.295246
4.23751,2.12482,1.13273,0.242881,0.718654,0.281357
1.43483,8.56932,0.329623,2.76733,0.750414,0.249673
4.01105,2.08596,1.10833,0.244913,0.689376,0.310664
1.46924,8.42708,0.327133,2.86877,0.753216,0.24685
4.27077,2.15957,1.23267,0.260182,0.748674,0.251478
4.13978,2.11955,1.04382,0.248668,0.710143,0.289909
1.455,8.71646,0.308067,2.87689,0.741558,0.258511
4.0961,2.10755,1.06547,0.259371,0.709087,0.290947
4.17127,2.13207,1.1096,0.241581,0.722457,0.277503
4.24152,2.14998,1.20247,0.245081,0.747181,0.25288
1.44359,8.46239,0.349394,2.8965,0.759479,0.240526
4.13945,2.14932,1.05446,0.22756,0.73254,0.267524
4.13708,2.12527,1.08622,0.245826,0.709252,0.290842
1.48008,8.86631,0.334694,2.99447,0.766902,0.233157
1.45544,8.39675,0.302224,2.67461,0.726285,0.273707
4.1849,2.15567,1.09919,0.252178,0.740163,0.259827
1.44853,8.82182,0.329597,2.86874,0.770055,0.229946
4.18966,2.1303,1.18945,0.243014,0.717422,0.282686
4.14847,2.10316,1.09901,0.242296,0.721111,0.27895
4.03151,2.118,1.03733,0.252131,0.707363,0.292739
4.07235,2.14397,1.15758,0.255417,0.734758,0.265232
1.45788,8.20747,0.331793,2.77638,0.742134,0.257874
4.17053,2.13907,1.14031,0.237172,0.725721,0.274287
4.09832,2.13071,1.02748,0.247932,0.710962,0.289047
4.17038,2.14735,1.1881,0.260578,0.741048,0.25902
4.16477,2.11896,1.08748,0.253212,0.729428,0.270698
4.21782,2.13379,1.09116,0.245296,0.715959,0.284061
4.05428,2.14284,1.08058,0.255467,0.710291,0.289744
4.17157,2.15105,1.10867,0.244496,0.741527,0.258462
4.1549,2.14365,1.05078,0.258323,0.718817,0.281196
4.13459,2.15213,1.14502,0.249392,0.739144,0.260891
4.09274,2.09597,1.01602,0.234877,0.700435,0.29958
4.19282,2.13921,1.12656,0.249555,0.736297,0.263626
1.44726,8.83842,0.317407,2.91348,0.765488,0.234517
1.45416,8.92545,0.328003,3.13476,0.76202,0.238042
4.22988,2.12883,1.14288,0.244263,0.738145,0.261956
4.03834,2.11826,1.11162,0.253334,0.722291,0.277815
1.46437,8.8814,0.339838,2.95372,0.760745,0.239348
1.45302,8.69593,0.327418,2.84531,0.749583,0.250442
4.34081,2.19835,1.27825,0.254814,0.785855,0.214225
4.19982,2.15542,1.0985,0.244673,0.73063,0.269375
4.17146,2.13642,1.11507,0.249636,0.729094,0.270887
4.0816,2.12357,1.13815,0.249743,0.71665,0.283422
