mu1,mu2,sigma1,sigma2,w1,w2
1.42045,10.0642,0.307411,3.61527,0.728664,0.271368
4.02706,2.17585,1.11706,0.189349,0.702467,0.297635
4.28295,2.17249,1.14901,0.29191,0.768425,0.231662
1.37566,7.74116,0.362317,2.80458,0.695381,0.304572
1.40669,8.52125,0.328243,1.66722,0.727036,0.272995
1.45978,8.01913,0.299955,3.25749,0.712971,0.286999
4.04165,2.1739,0.890394,0.222223,0.753392,0.246706
1.41654,9.67929,0.285133,2.38629,0.76807,0.232001
4.46295,2.24549,1.13867,0.1377,0.750643,0.24947
4.20333,2.11295,1.00664,0.278116,0.742038,0.257945
1.4225,8.17106,0.316354,1.40392,0.713737,0.286355
4.36596,2.20951,1.2631,0.149362,0.747123,0.252894
1.44745,9.49332,0.339897,3.07614,0.749425,0.250594
4.16377,2.28794,1.36877,0.182037,0.79251,0.207501
1.4661,8.58834,0.365405,3.12767,0.745333,0.254678
1.49718,9.01675,0.326141,2.55329,0.81223,0.187842
4.25135,2.1682,1.02999,0.230745,0.746388,0.253655
4.77525,2.24458,1.45598,0.225303,0.784736,0.21525
3.91505,2.12708,0.951499,0.303547,0.711642,0.288368
1.46959,8.26582,0.399921,2.41409,0.735406,0.264623
1.47121,8.6557,0.230657,2.23777,0.74827,0.25182
4.25091,2.22117,1.17132,0.275985,0.808384,0.191696
4.16328,2.18654,0.885694,0.221764,0.740879,0.2592
1.44911,9.64027,0.303081,3.10188,0.747952,0.252079
4.44638,2.2597,1.46216,0.188181,0.843836,0.15621
4.46582,2.19119,1.19842,0.247615,0.75934,0.240683
1.40592,9.11108,0.290728,3.05073,0.74067,0.259193
3.95407,2.08276,1.00188,0.172702,0.669918,0.330179
4.07852,2.0741,0.987213,0.289089,0.71541,0.284606
1.52237,8.99475,0.25348,2.39473,0.808853,0.191094
4.59944,2.30492,1.36576,0.28561,0.814677,0.185263
1.4882,8.09637,0.330536,2.42567,0.702356,0.297664
4.26529,2.14081,1.26012,0.28431,0.778461,0.221587
4.16249,2.12533,1.10385,0.212779,0.706437,0.293694
1.42973,7.99895,0.3374,1.86341,0.713741,0.286331
1.41825,8.42818,0.265924,1.50899,0.654071,0.346014
4.3877,2.2408,1.38846,0.215463,0.741776,0.258262
4.42123,2.1641,1.27157,0.29681,0.809915,0.190036
4.56885,2.14234,1.22699,0.231959,0.785375,0.214574
4.51419,2.29599,1.15298,0.169552,0.774137,0.22591
4.29771,2.27111,1.1093,0.271459,0.793886,0.206153
4.07957,2.10245,1.23716,0.262967,0.671667,0.328342
4.01021,2.17859,0.9498,0.249888,0.696905,0.303187
4.28807,2.10742,1.25373,0.292057,0.778986,0.221035
4.43234,2.12564,1.40807,0.293108,0.722567,0.277469
4.06848,2.17633,0.918777,0.307641,0.769129,0.230974
3.99579,2.06438,1.01988,0.229471,0.680333,0.319729
4.03201,2.11279,0.810332,0.282235,0.70087,0.29919
1.48766,8.23192,0.355449,2.96449,0.71528,0.284735
4.21423,2.09151,1.03705,0.245972,0.732602,0.267404
4.45438,2.19585,1.1606,0.239906,0.730102,0.269953
1.38168,8.16764,0.382937,1.86139,0.716267,0.283749
4.26905,2.20778,1.25369,0.268464,0.784056,0.215987
3.83772,2.03329,0.871313,0.296947,0.677461,0.322597
4.41084,2.22865,1.1551,0.192112,0.72429,0.275823
1.4244,9.29771,0.251553,3.29913,0.710567,0.289542
1.39475,8.92993,0.296564,3.06755,0.732656,0.26739
3.84926,2.08132,1.02001,0.255461,0.69956,0.30052
4.51822,2.41292,1.62726,0.15158,0.82129,0.178791
4.50699,2.2443,1.27753,0.194294,0.808596,0.191395
4.48437,2.08538,1.32629,0.226904,0.678106,0.321949
4.01003,2.08916,1.02446,0.230869,0.735316,0.264705
3.84993,2.05321,0.829543,0.280361,0.661655,0.338362
4.13681,2.06315,0.997342,0.234471,0.726615,0.273447
1.39457,7.94729,0.255564,2.49197,0.646526,0.353527
3.93203,2.13253,0.892741,0.281868,0.70962,0.290436
1.46382,8.08016,0.35955,2.74287,0.680436,0.319645
4.52643,2.25728,1.27377,0.254912,0.845558,0.154527
1.43864,8.56375,0.329558,2.04185,0.736499,0.263573
4.26996,2.13518,0.937008,0.244601,0.701198,0.298867
4.04791,2.09334,0.936029,0.259666,0.688629,0.31134
4.13176,2.15228,1.24278,0.250139,0.796747,0.203289
4.06094,2.10996,1.02895,0.262427,0.706322,0.293675
4.42388,2.27284,1.05022,0.186583,0.750793,0.24938
3.78999,2.08386,0.814204,0.243252,0.707271,0.292772
4.38142,2.16749,1.10291,0.202257,0.738086,0.261961
3.95504,2.10376,1.07838,0.282741,0.689627,0.310414
4.50295,2.24362,1.34081,0.225796,0.803547,0.196549
1.46504,8.34462,0.361248,2.82337,0.723869,0.276152
3.92767,2.16045,1.00086,0.216037,0.714674,0.285331
4.16144,2.16417,0.968035,0.189838,0.690077,0.309928
1.52271,9.10175,0.302029,2.92694,0.775054,0.225006
1.38663,9.53189,0.354159,2.38843,0.787553,0.212435
4.51509,2.25195,1.28459,0.218186,0.752262,0.247859
4.21346,2.14998,1.01398,0.211798,0.740149,0.259939
1.46685,9.50936,0.308229,3.36782,0.822568,0.177389
4.289,2.16454,1.05944,0.261567,0.698939,0.301043
1.40821,9.0276,0.37756,1.41561,0.740896,0.259227
4.36635,2.15758,1.13184,0.306375,0.750383,0.249764
4.60879,2.28542,1.23174,0.229872,0.840386,0.159676
4.05913,2.10307,0.977967,0.20514,0.684449,0.315725
4.14267,2.06753,1.05139,0.201016,0.678849,0.321158
4.3426,2.07314,1.14526,0.249899,0.715903,0.284139
4.27277,2.11083,1.09021,0.243815,0.78484,0.215219
1.42794,8.03813,0.2377,2.37558,0.645146,0.354904
4.2253,2.16942,1.1606,0.235597,0.73281,0.267198
1.55438,7.6077,0.293314,3.29557,0.714991,0.285035
1.46203,8.7212,0.409635,2.66274,0.786165,0.213865
4.0697,2.07884,1.20234,0.245992,0.699531,0.300501
1.46008,10.1964,0.31935,2.54717,0.820285,0.179587
1.47896,7.78293,0.351057,2.80598,0.715062,0.2849
4.14534,2.08756,1.12337,0.216036,0.725285,0.274753
4.24351,2.10831,1.05691,0.229071,0.701474,0.298582
4.008,2.11315,1.28155,0.189536,0.748555,0.251516
4.02249,2.12615,0.90361,0.262037,0.693665,0.306375
1.45984,7.93852,0.334402,2.47288,0.752269,0.247735
1.48008,8.1359,0.3267,3.24483,0.753329,0.246738
4.15147,2.16788,1.02948,0.261662,0.768125,0.231998
4.14726,2.12497,0.979127,0.246535,0.716573,0.283551
1.44177,8.33642,0.27758,2.09789,0.72721,0.272895
4.25239,2.15688,1.2491,0.268001,0.709791,0.290289
4.02077,2.06743,0.993257,0.226748,0.683676,0.316362
1.44524,9.49391,0.331445,3.16604,0.777536,0.222462
1.47667,8.6705,0.353989,3.39861,0.727356,0.272675
4.63073,2.33137,1.28829,0.244894,0.844387,0.155661
4.40093,2.14715,1.33461,0.283294,0.761499,0.238579
4.09383,2.15111,0.974369,0.262177,0.755353,0.244637
1.4693,8.01123,0.333983,2.69858,0.743141,0.256886
3.8268,2.13776,1.04929,0.293605,0.721772,0.278282
3.88177,2.0801,0.973298,0.311897,0.755601,0.244434
4.04526,2.12441,1.09072,0.282538,0.717776,0.282296
4.02637,2.12629,1.03939,0.252642,0.699306,0.300661
4.05857,2.08437,1.12791,0.202995,0.688943,0.311219
4.54858,2.29681,1.51686,0.174386,0.828961,0.171106
1.52454,8.3476,0.333733,2.75907,0.734232,0.265843
1.45743,8.24272,0.363306,2.69857,0.745021,0.254967
4.21744,2.17938,1.09464,0.215651,0.774926,0.225128
1.42325,9.00902,0.255666,1.47261,0.749216,0.250781
4.18916,2.09339,1.07607,0.280193,0.746489,0.253572
4.21429,2.18488,1.12803,0.226429,0.739358,0.260726
1.44363,8.89072,0.331231,2.84001,0.705601,0.2944
4.40997,2.24261,1.28427,0.216288,0.790678,0.209319
4.11264,2.0802,1.06582,0.270497,0.696013,0.303961
4.27527,2.12947,1.0816,0.26914,0.720827,0.279204
3.93511,2.13545,1.09021,0.197833,0.708364,0.291718
4.30159,2.22061,1.2493,0.226363,0.827972,0.172031
4.19074,2.10978,0.967396,0.283425,0.762381,0.237553
4.60255,2.22377,1.20486,0.255458,0.780802,0.219279
4.46793,2.19091,1.14401,0.221755,0.771267,0.228867
1.46726,8.10035,0.316514,2.60118,0.67648,0.323512
3.96293,2.01914,0.924521,0.226892,0.579534,0.42057
1.39344,8.3956,0.359914,3.02975,0.694446,0.305558
1.38511,8.0921,0.231686,1.91251,0.722655,0.277382
4.23019,2.17094,1.27778,0.208744,0.697065,0.302989
4.16034,2.105,1.0042,0.264701,0.735725,0.264138
4.13784,2.13447,1.22149,0.259298,0.745196,0.25486
4.25842,2.16971,1.22784,0.233756,0.762269,0.237786
4.1688,2.1491,0.947552,0.166671,0.673698,0.326399
4.23189,2.04109,1.02292,0.22918,0.702728,0.297196
4.60507,2.29716,1.23428,0.278398,0.797191,0.202849
4.14812,2.19055,1.00328,0.227858,0.670352,0.329633
4.19951,2.13972,1.06043,0.230864,0.75699,0.243033
1.47966,7.88803,0.320823,3.22535,0.679314,0.320745
4.16993,2.09422,0.825503,0.269947,0.715677,0.284395
4.23846,2.11153,0.995248,0.207492,0.700464,0.299499
4.15228,2.22246,1.1925,0.315885,0.751796,0.248273
4.23089,2.11739,1.23333,0.273105,0.684505,0.315536
1.37141,8.55258,0.285177,2.42469,0.664054,0.335963
4.21842,2.14539,0.953962,0.21619,0.715476,0.284554
4.17284,2.19404,1.05244,0.263691,0.742203,0.257777
4.01375,2.08021,1.0389,0.210565,0.684446,0.315632
1.43971,9.63078,0.449435,2.18789,0.816152,0.183958
4.39784,2.26985,1.1969,0.279002,0.776066,0.223922
4.13686,2.14696,1.11116,0.308398,0.750393,0.249663
1.42034,9.40465,0.308009,2.0017,0.802304,0.197776
4.31115,2.32622,1.50867,0.223862,0.836177,0.16389
4.0938,2.09155,1.01171,0.231573,0.717364,0.282732
4.21002,2.14264,1.08121,0.225961,0.719867,0.280228
1.44967,8.59453,0.274538,3.10787,0.721391,0.278695
4.24871,2.1117,1.08401,0.289686,0.780292,0.219747
4.37041,2.20111,1.14128,0.219818,0.752104,0.247984
4.21601,2.19684,1.15562,0.210872,0.762776,0.237275
4.05135,2.06896,0.751301,0.232728,0.6941,0.305963
4.3852,2.25711,1.19249,0.231111,0.793743,0.206259
1.51938,8.07636,0.303603,2.60833,0.754148,0.245888
4.00537,2.14569,1.0095,0.230241,0.748029,0.252057
4.17545,2.18257,1.20113,0.301271,0.814363,0.185663
4.29217,2.20331,1.08854,0.228612,0.748343,0.251744
1.48119,8.80452,0.317089,3.16192,0.787009,0.213083
4.19986,2.1596,1.26672,0.225751,0.713991,0.28605
4.11457,2.06299,0.979518,0.153344,0.659218,0.340889
4.20179,2.00006,1.22401,0.232837,0.729999,0.270079
4.47549,2.33851,1.42781,0.165735,0.834606,0.165415
1.39281,8.22447,0.278861,2.72911,0.710659,0.289435
4.08908,2.18665,1.1451,0.219753,0.727932,0.272077
4.00514,2.11671,0.92633,0.240995,0.669871,0.330202
4.00629,2.16357,1.08879,0.203697,0.687603,0.31246
4.40179,2.30639,1.34289,0.18811,0.816033,0.184022
4.17761,2.10476,1.16721,0.260664,0.710723,0.289374
1.52424,9.10781,0.288747,2.58946,0.767461,0.232453
4.16312,2.08846,0.980608,0.236493,0.727683,0.272312
4.26395,2.16783,1.02301,0.209318,0.7639,0.236134
4.04465,2.16706,0.972437,0.175599,0.722621,0.277403
4.11277,2.09325,0.905215,0.239344,0.678886,0.321129
4.3535,2.14136,1.10268,0.19875,0.712143,0.287863
1.50425,8.87179,0.353822,2.8693,0.783485,0.216564
4.46714,2.11125,1.20656,0.244446,0.703056,0.297052
1.51179,8.55087,0.457315,2.8937,0.788809,0.211254
4.06968,2.16014,1.2612,0.3014,0.71954,0.280402
4.02385,2.19255,1.22588,0.292422,0.776767,0.223268
3.87654,2.08505,1.23064,0.235664,0.714385,0.285733
4.03314,2.07993,1.04153,0.290467,0.682733,0.317327
4.12342,2.17307,1.165,0.202234,0.714799,0.285272
4.28604,2.24708,1.11011,0.178352,0.749691,0.250371
4.52311,2.22838,1.29109,0.271018,0.799053,0.200994
4.0699,2.18287,1.11698,0.259645,0.708778,0.291287
4.08643,2.13683,1.08205,0.247175,0.683844,0.316258
3.75784,2.03321,0.774281,0.236404,0.633445,0.366731
4.2824,2.14818,1.11758,0.239041,0.784199,0.215778
4.23634,2.15552,1.10841,0.283528,0.816196,0.183902
1.4551,7.9856,0.39738,2.21348,0.692419,0.30767
4.55678,2.35907,1.43953,0.227585,0.861705,0.138388
1.47694,8.36701,0.377061,2.68277,0.712419,0.287617
4.01335,2.207,1.15564,0.267298,0.706897,0.293167
3.89954,2.0239,0.940608,0.217267,0.681968,0.318061
3.78978,2.1507,0.921464,0.218859,0.686218,0.313838
4.19164,2.10044,0.971563,0.225146,0.713176,0.286783
4.3258,2.23426,1.29701,0.241034,0.808925,0.191146
4.02039,2.18874,1.17862,0.181736,0.706568,0.293515
4.06644,2.15861,0.962007,0.217425,0.716059,0.283909
4.0255,2.07654,0.918463,0.270698,0.637286,0.362824
3.69168,2.11461,1.02814,0.246184,0.669238,0.330772
1.51103,9.73036,0.319988,3.46173,0.84164,0.158377
1.48099,8.52951,0.376738,2.90532,0.776831,0.22316
4.07044,2.17636,1.10832,0.255798,0.734606,0.265365
4.2287,2.16465,1.18237,0.267731,0.691992,0.307994
4.09433,2.12065,0.857631,0.222941,0.679416,0.320692
4.1448,2.17356,1.11985,0.238698,0.751281,0.248696
4.08469,2.18718,0.827904,0.225524,0.716719,0.2833
4.65021,2.23285,1.37473,0.283339,0.818727,0.181341
1.48066,8.35427,0.266174,2.57199,0.726113,0.273944
4.24717,2.14775,1.03717,0.232281,0.706954,0.293084
1.39842,8.48485,0.393341,2.85169,0.723404,0.276553
4.19778,2.19938,1.07569,0.229257,0.761772,0.238327
4.10804,2.05335,0.79572,0.239669,0.716189,0.283883
1.48281,8.01694,0.278105,2.49683,0.70563,0.294378
4.2472,2.21437,1.19799,0.28793,0.80913,0.190947
4.37027,2.20784,1.1204,0.220946,0.770022,0.230078
1.43482,8.87795,0.305154,2.18316,0.760803,0.239269
4.163,2.18508,1.03674,0.314369,0.790175,0.209836
3.93418,2.15473,0.981606,0.262445,0.688366,0.31164
4.03103,2.1314,1.11401,0.241545,0.673714,0.326288
1.40723,8.90003,0.360295,3.0221,0.737166,0.262934
4.24439,2.21387,1.09608,0.190018,0.763025,0.237091
1.41876,7.97875,0.315109,2.36692,0.69427,0.305758
4.47122,2.27401,1.29997,0.196113,0.829101,0.170974
1.54128,8.32902,0.322017,3.08357,0.771326,0.228737
1.4787,8.85112,0.314909,2.34989,0.787664,0.212418
1.41055,8.68042,0.3139,2.45339,0.75657,0.243421
1.36713,8.79612,0.309315,2.78988,0.721639,0.278357
1.43613,9.41161,0.320782,3.34958,0.771032,0.228983
1.46847,8.96064,0.338395,2.65755,0.758689,0.241393
4.20775,2.15861,0.98592,0.268104,0.718745,0.281298
3.93978,2.16986,1.34146,0.280443,0.739458,0.260625
1.4007,8.47635,0.227824,2.03212,0.689709,0.310274
4.14442,2.15269,0.921919,0.24621,0.745826,0.254245
4.17292,2.03813,1.09727,0.255179,0.693746,0.306235
1.43916,8.17279,0.31023,2.47452,0.729572,0.270508
1.4574,8.62568,0.286539,2.01706,0.776127,0.223966
3.93225,2.17072,1.24298,0.258107,0.745737,0.254292
4.16324,2.13618,1.10958,0.23253,0.751732,0.248278
4.36253,2.13891,1.15482,0.279217,0.780001,0.220041
3.67063,2.11058,0.837036,0.253273,0.656609,0.343427
1.4292,8.44668,0.32595,2.70852,0.738209,0.261797
4.15307,2.14978,1.20966,0.256494,0.781367,0.218498
4.49563,2.26123,1.34076,0.289595,0.821769,0.178271
4.12095,2.22535,1.18324,0.214955,0.700152,0.299814
4.2841,2.15163,1.17213,0.251021,0.739414,0.260509
1.39228,9.46362,0.261158,1.42613,0.772702,0.227317
4.41048,2.23363,1.19804,0.285661,0.806745,0.193278
4.13025,2.08721,1.05254,0.255786,0.67967,0.320323
4.24563,2.09009,0.91644,0.273898,0.661033,0.339123
1.44026,7.64305,0.290061,2.33227,0.645698,0.354309
1.50241,8.13875,0.303149,2.69365,0.733268,0.266745
4.29147,2.20008,1.20473,0.252087,0.764539,0.235554
4.4877,2.21896,1.37958,0.239676,0.780602,0.219467
4.19844,2.15864,1.02712,0.204253,0.724869,0.275107
4.3068,2.19808,1.2339,0.152038,0.751292,0.248783
4.11243,2.05301,0.871782,0.231021,0.707497,0.292622
1.40717,8.99744,0.277491,2.26823,0.732818,0.267234
1.43336,9.45186,0.280282,2.65182,0.76779,0.232218
4.16965,2.21546,1.18603,0.250235,0.757843,0.242228
4.21981,2.09478,1.31337,0.264342,0.72738,0.272701
4.13647,2.16078,1.02102,0.198597,0.734284,0.265714
4.33275,2.17823,1.22344,0.185912,0.73162,0.268387
1.50989,8.54498,0.366961,2.71809,0.714041,0.28596
1.48945,8.61725,0.261209,2.07383,0.784509,0.215587
4.17881,2.09022,1.01289,0.271063,0.788837,0.21118
3.73314,2.06085,1.00416,0.234916,0.689038,0.311013
1.55747,8.96624,0.313625,2.81675,0.758839,0.241154
1.46008,8.48013,0.220521,2.48987,0.738688,0.261308
3.68655,2.01281,0.88187,0.228979,0.589953,0.410176
4.2705,2.19835,1.15005,0.22047,0.788305,0.211802
1.38751,8.83607,0.360609,2.80482,0.723072,0.277002
4.40646,2.1452,1.08242,0.247781,0.785222,0.214827
4.56107,2.36318,1.45833,0.189462,0.853755,0.146359
4.34849,2.17404,1.06129,0.253277,0.760654,0.239375
4.32111,2.22166,1.23987,0.166938,0.729066,0.271003
4.23092,2.13552,1.05714,0.262848,0.745529,0.254595
4.3043,2.17115,0.998782,0.232541,0.749846,0.250252
4.25589,2.1663,1.16424,0.235347,0.768296,0.231666
4.17169,2.16526,1.16951,0.225574,0.752407,0.247583
1.43159,8.36607,0.329571,2.92749,0.722004,0.278086
4.15288,2.16601,1.098,0.254759,0.758954,0.241059
4.27141,2.2527,1.20215,0.237019,0.765639,0.234355
4.19575,2.20967,1.15391,0.206963,0.726381,0.273667
4.38811,2.28211,1.09312,0.26838,0.79618,0.203953
4.03787,2.09771,0.963224,0.27771,0.667417,0.332627
1.45171,8.01435,0.316553,2.40908,0.709245,0.290791
4.19785,2.09282,0.836395,0.270707,0.672722,0.32737
4.06438,2.08118,1.18547,0.29652,0.743849,0.256157
4.03825,2.12338,0.847999,0.2888,0.69862,0.301415
4.04938,2.08099,1.03437,0.249117,0.703088,0.296938
4.27452,2.07424,1.12317,0.248217,0.777454,0.222559
4.11314,2.24774,0.970061,0.248939,0.723479,0.276542
4.24172,2.11824,1.09848,0.205441,0.725358,0.274688
1.45909,9.6145,0.283712,3.13441,0.743627,0.256419
4.30103,2.15601,1.12914,0.239004,0.724454,0.275661
4.04279,2.14609,1.13534,0.283249,0.676315,0.323774
3.98428,2.06932,0.957367,0.23461,0.665992,0.334011
1.38791,8.98439,0.28341,1.83773,0.748367,0.251719
4.58983,2.29929,1.38677,0.154306,0.826765,0.173282
4.2834,2.1722,1.05109,0.219598,0.726123,0.273965
1.47099,9.66977,0.287071,2.12491,0.795795,0.204306
4.17525,2.14115,1.04625,0.222694,0.716763,0.283232
4.363,2.16777,1.07223,0.247878,0.74091,0.25924
4.11219,2.14136,1.02068,0.177526,0.753794,0.246217
3.88161,2.07997,1.1179,0.28403,0.698061,0.301996
4.28232,2.08663,1.08814,0.280601,0.732458,0.267569
4.42122,2.21594,1.12673,0.209966,0.77673,0.223368
4.07522,2.2313,1.08856,0.244482,0.769656,0.230378
3.79038,2.11797,0.975092,0.283719,0.700918,0.299141
4.31541,2.18529,1.2084,0.218035,0.732743,0.267341
1.45572,8.89993,0.308037,2.63292,0.734115,0.265829
4.14455,2.15195,1.12385,0.265661,0.714019,0.285988
3.81521,2.14112,1.04265,0.244145,0.709672,0.290336
4.23942,2.18833,1.22392,0.184669,0.699572,0.300491
4.14857,2.05776,1.21115,0.272918,0.670723,0.329358
1.43201,8.692,0.361824,3.11807,0.784356,0.21571
4.20248,2.20469,1.0336,0.190917,0.691857,0.308154
3.96653,2.11769,1.00575,0.212087,0.703363,0.296652
4.45035,2.18485,1.16548,0.231893,0.775686,0.224397
4.37678,2.18084,1.18075,0.218116,0.773854,0.226215
4.13691,2.14459,1.00727,0.211465,0.726313,0.273719
1.41638,8.6284,0.335962,1.64396,0.707413,0.292583
4.12555,2.14344,1.12823,0.238636,0.748957,0.251049
4.11181,2.14975,1.12877,0.237878,0.700815,0.299235
4.0313,2.15636,1.06673,0.259833,0.721504,0.278576
3.9878,2.13075,0.873975,0.242891,0.71145,0.288681
3.87857,2.15612,0.872285,0.307414,0.691551,0.308522
4.36674,2.12353,1.27699,0.268153,0.757759,0.242344
3.76571,2.07494,0.892676,0.243209,0.675705,0.324304
1.45148,8.32241,0.297446,1.79474,0.72134,0.278689
4.29375,2.17735,1.02112,0.230496,0.740157,0.259878
1.35135,8.45552,0.336794,2.47321,0.735874,0.26419
4.79744,2.37535,1.46206,0.307329,0.825333,0.17476
4.03061,2.18442,1.07359,0.205053,0.755684,0.244385
4.31262,2.24989,1.11503,0.240481,0.774075,0.225968
4.13266,2.08455,1.08317,0.230939,0.684859,0.315201
1.39101,7.7972,0.35818,2.55454,0.711771,0.288218
4.60582,2.29553,1.49272,0.199588,0.803009,0.197032
4.15871,2.12871,1.08888,0.162462,0.728194,0.271846
1.34733,7.79534,0.229983,1.8482,0.617638,0.382434
1.43714,8.35345,0.330369,3.47998,0.73844,0.26161
3.88447,2.04159,0.918132,0.232967,0.679653,0.320433
4.07655,2.10237,0.962328,0.246776,0.677497,0.322547
4.04918,2.21308,1.28672,0.245643,0.728364,0.271715
3.8269,2.05629,1.09646,0.30227,0.671794,0.328201
4.16024,2.24241,1.0822,0.245962,0.720529,0.279492
3.99569,2.11054,1.11197,0.204096,0.698409,0.301658
4.35574,2.11682,1.17597,0.240468,0.769132,0.230947
4.21211,2.11583,1.06166,0.309329,0.762738,0.237214
3.97316,2.18243,1.03529,0.2318,0.705185,0.294886
1.46661,9.42881,0.228536,3.0473,0.73611,0.263871
4.42876,2.21557,1.42504,0.275999,0.810331,0.189715
4.35835,2.13006,1.27599,0.238544,0.722356,0.277663
4.31235,2.19992,1.1459,0.222765,0.748974,0.251088
1.43258,8.77293,0.30497,2.32212,0.723173,0.27688
1.38521,9.0142,0.254975,2.78296,0.74072,0.259201
4.21764,2.18906,1.01281,0.283881,0.760126,0.239973
4.20495,2.2053,0.959911,0.213344,0.707902,0.29218
4.25062,2.17552,1.16629,0.242966,0.799598,0.200374
3.87171,1.95899,0.780514,0.20353,0.622395,0.377595
4.07558,2.13044,1.13044,0.286043,0.714198,0.285735
1.39301,8.82069,0.352528,2.13959,0.746374,0.253712
4.15221,2.28189,1.20716,0.207333,0.769079,0.231001
1.51101,8.71163,0.281659,3.00055,0.777778,0.222353
4.03251,2.11516,1.04187,0.308404,0.780453,0.219534
4.27119,2.13713,0.951591,0.19091,0.701689,0.298502
1.4919,8.35092,0.366407,2.39741,0.765189,0.234904
4.08554,2.11769,1.08858,0.209073,0.726987,0.273053
4.26256,2.07741,0.9789,0.207798,0.690559,0.309467
4.44461,2.08256,1.3496,0.280071,0.714949,0.28513
1.46337,8.88874,0.249198,3.30702,0.702117,0.298004
1.38972,8.01909,0.314288,2.85841,0.729251,0.270754
1.41708,8.0977,0.286098,2.36071,0.714906,0.285178
4.11516,2.14137,1.10041,0.242609,0.771279,0.228743
1.43442,8.18883,0.340911,3.17209,0.716734,0.283274
4.26446,2.17114,1.17525,0.274192,0.706843,0.29322
4.03232,2.08113,1.05949,0.2114,0.728272,0.271816
1.42526,8.87758,0.351898,2.09175,0.768964,0.231138
4.36514,2.12473,1.18175,0.212012,0.76903,0.23103
3.90254,2.04205,0.974034,0.295837,0.682026,0.318049
3.82088,2.02123,0.754283,0.252217,0.679907,0.320132
3.85547,2.07214,1.15033,0.269808,0.678494,0.321515
4.30376,2.13386,0.974738,0.202088,0.681933,0.318103
1.46203,9.00853,0.392638,2.74201,0.79369,0.206372
4.3778,2.18088,1.17875,0.229778,0.744463,0.255641
1.4606,9.19487,0.323672,3.35098,0.759389,0.240699
3.84096,2.10389,0.942062,0.228621,0.683565,0.316541
1.43402,8.87759,0.2593,2.10256,0.701379,0.298662
3.84386,2.13304,1.1062,0.2888,0.713967,0.286088
1.46509,7.86029,0.394899,2.58039,0.654767,0.345308
4.03685,2.08803,1.09198,0.271886,0.704019,0.296037
4.08533,2.23423,0.921063,0.263569,0.719833,0.280139
4.09063,2.14933,1.12799,0.258659,0.732913,0.267115
4.07114,2.15098,1.21609,0.249929,0.749308,0.25078
1.43949,8.0466,0.31012,2.27646,0.729713,0.270344
4.15657,2.16759,0.990107,0.232958,0.757813,0.242212
4.33153,2.28476,1.1353,0.254792,0.818862,0.181167
4.16182,2.15958,1.09433,0.177273,0.671124,0.328837
4.23998,2.12991,1.05004,0.237104,0.726897,0.273155
1.45309,9.50664,0.365385,1.81469,0.846846,0.153239
4.09863,2.16411,0.938027,0.281663,0.730368,0.269753
3.89772,2.18163,0.920083,0.261969,0.728771,0.271227
1.5016,8.92852,0.337869,3.19656,0.856373,0.143633
4.00318,2.0176,1.08573,0.22725,0.713359,0.286729
4.3192,2.19204,1.04163,0.26302,0.782443,0.217572
4.15801,2.10521,0.985333,0.220278,0.691776,0.308315
1.42951,8.23403,0.308323,3.59028,0.75423,0.245868
4.28642,2.10705,1.18173,0.189171,0.704907,0.295072
1.44386,8.89948,0.27556,2.97374,0.738696,0.261329
4.31712,2.112,1.0141,0.18198,0.718442,0.281597
4.26427,2.20125,1.1919,0.227491,0.708812,0.291247
1.44043,7.81552,0.360173,1.62565,0.695973,0.30408
4.0241,2.14893,1.05356,0.227042,0.751516,0.248557
4.31483,2.22264,1.2118,0.252045,0.757891,0.24205
4.16537,2.15075,0.937902,0.274654,0.749893,0.250086
1.45499,8.55079,0.239687,1.67249,0.684098,0.316047
1.46673,8.40219,0.36308,2.31077,0.729921,0.27012
4.21196,2.10838,1.16452,0.270704,0.722655,0.277447
1.4579,10.6458,0.364676,2.77832,0.816113,0.183925
4.28337,2.23124,1.0924,0.189842,0.735241,0.264837
1.54257,8.25463,0.317643,2.85869,0.721797,0.278256
4.09964,2.13204,1.05408,0.252762,0.698226,0.301845
1.49896,8.78804,0.349575,0.626118,0.772969,0.22715
4.01288,2.15996,0.962191,0.223461,0.702901,0.297185
3.99884,2.10953,1.0035,0.203569,0.712556,0.28744
4.05977,2.11676,1.04892,0.289716,0.803976,0.196103
1.42263,8.41202,0.360938,2.41313,0.697147,0.30291
1.47278,8.00928,0.391732,2.56604,0.778319,0.221748
4.16029,2.09649,1.15491,0.213347,0.72217,0.277848
1.44678,9.02398,0.366465,2.91976,0.772849,0.22724
1.44338,7.98686,0.292105,2.33074,0.765421,0.234606
4.10689,2.17021,1.14124,0.24369,0.750549,0.249493
1.46317,8.5091,0.380395,3.07879,0.811039,0.189029
4.03714,2.18553,1.05968,0.244109,0.695687,0.30439
1.41469,8.6692,0.347652,3.50664,0.775928,0.224107
3.97576,2.05679,1.15146,0.264963,0.677541,0.322425
3.72314,2.02537,1.08562,0.274826,0.654347,0.345704
4.13727,2.11011,0.889609,0.244547,0.731255,0.268801
1.45612,8.7815,0.285305,2.70648,0.760637,0.23944
4.03371,2.05291,1.04003,0.277323,0.64685,0.353176
4.18158,2.11466,0.924254,0.25495,0.700012,0.30003
1.39231,8.21466,0.291108,2.82407,0.650416,0.34964
4.0707,2.15365,0.972987,0.260226,0.677482,0.322502
